Name,classification,Phylum,Class,Order,family,genus,species
FDZ070GBkY2426dereplicatedgenomesbin67,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,MPNO01,,
FDZ070GBkY2426dereplicatedgenomesbin69,Bacteria,Sumerlaeota,Sumerlaeia,UBA8349,,,
FDZ070GBkY2426dereplicatedgenomesbin74,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2135,,
FDZ070GBkY2426dereplicatedgenomesbin86,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAADHU01,
FDZ070GBkY2628dereplicatedgenomesbin102,Bacteria,Acidobacteriota,UBA890,UBA890,UBA890,,
FDZ070GBkY2628dereplicatedgenomesbin104,Bacteria,Nitrospinota,UBA9942,SZUA-224,,,
FDZ070GBkY2628dereplicatedgenomesbin113,Bacteria,Planctomycetota,MHYJ01,MHYJ01,,,
FDZ070GBkY2628dereplicatedgenomesbin120,Bacteria,Nitrospinota,UBA7883,JACRGQ01,,,
FDZ070GBkY2628dereplicatedgenomesbin3,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,JABMNX01,JABMNX01,
FDZ070GBkY2628dereplicatedgenomesbin33,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,UBA2268,,
FDZ070GBkY2628dereplicatedgenomesbin49,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,,
FDZ070GBkY2628dereplicatedgenomesbin52,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
FDZ070GBkY2628dereplicatedgenomesbin53,Bacteria,Planctomycetota,B129-G9,,,,
FDZ070GBkY2628dereplicatedgenomesbin57,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PLA5,,
FDZ070GBkY2628dereplicatedgenomesbin60,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,GCA-002708315,
FDZ070GBkY2628dereplicatedgenomesbin62,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PLA5,,
FDZ070GBkY2628dereplicatedgenomesbin69,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,,
FDZ070GBkY2628dereplicatedgenomesbin71,Bacteria,GCA-001730085,,,,,
FDZ070GBkY2628dereplicatedgenomesbin78,Bacteria,Nitrospinota,UBA7883,JACRGQ01,,,
FDZ070GBkY2628dereplicatedgenomesbin80,Bacteria,NPL-UPA2,,,,,
FDZ070GBkY2628dereplicatedgenomesbin85,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA1977,,
FDZ070GBkY2628dereplicatedgenomesbin94,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAFGTN01,
FDZ070GBkY2628dereplicatedgenomesbin98,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,SORT01,
FDZ070GBkY2628dereplicatedgenomesbin99,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ070GBkY2830dereplicatedgenomesbin104,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,B39-G9,JAADFW01,
FDZ070GBkY2830dereplicatedgenomesbin109,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,DTSJ01,
FDZ070GBkY2830dereplicatedgenomesbin12,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ070GBkY2830dereplicatedgenomesbin19,Bacteria,Nitrospinota,UBA7883,JACRGQ01,,,
FDZ070GBkY2830dereplicatedgenomesbin2,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ070GBkY2830dereplicatedgenomesbin21,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,JACVQI01,
FDZ070GBkY2830dereplicatedgenomesbin22,Bacteria,4484-113,4484-113,4484-113,JAFGCY01,,
FDZ070GBkY2830dereplicatedgenomesbin3,Bacteria,Nitrospinota,UBA7883,JACRGQ01,,,
FDZ070GBkY2830dereplicatedgenomesbin31,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ070GBkY2830dereplicatedgenomesbin34,Bacteria,Verrucomicrobiota,Kiritimatiellae,JAAZAB01,M55B126,,
FDZ070GBkY2830dereplicatedgenomesbin45,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ070GBkY2830dereplicatedgenomesbin47,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,,
FDZ070GBkY2830dereplicatedgenomesbin49,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ070GBkY2830dereplicatedgenomesbin50,Bacteria,Proteobacteria,Alphaproteobacteria,UBA11136,UBA11136,,
FDZ070GBkY2830dereplicatedgenomesbin51,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ070GBkY2830dereplicatedgenomesbin52,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ070GBkY2830dereplicatedgenomesbin59,Bacteria,Proteobacteria,Alphaproteobacteria,CAIVPW01,CAIVPW01,JABHVE01,
FDZ070GBkY2830dereplicatedgenomesbin60,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,JAHJCW01,JAHJCW01,
FDZ070GBkY2830dereplicatedgenomesbin7,Bacteria,Proteobacteria,Gammaproteobacteria,AKS1,AKS1,Sulfuriflexus,
FDZ070GBkY2830dereplicatedgenomesbin70,Bacteria,Armatimonadota,UBA5377,UBA5377,JAAYIR01,,
FDZ070GBkY2830dereplicatedgenomesbin82,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,UBA2170,
FDZ070GBkY2830dereplicatedgenomesbin83,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ070GBkY2830dereplicatedgenomesbin94,Bacteria,Myxococcota,Myxococcia,SLRQ01,,,
FDZ070GBkY3033dereplicatedgenomesbin14,Bacteria,Planctomycetota,Brocadiae,SM23-32,SM23-32,,
FDZ070GBkY3033dereplicatedgenomesbin37,Bacteria,Nitrospinota,UBA7883,JACRGQ01,,,
FDZ070GBkY3033dereplicatedgenomesbin38,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ070GBkY3033dereplicatedgenomesbin48,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
FDZ070GBkY3033dereplicatedgenomesbin49,Bacteria,Nitrospinota,JACRGO01,,,,
FDZ070GBkY3033dereplicatedgenomesbin60,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
FDZ070GBkY3033dereplicatedgenomesbin75,Bacteria,SM23-31,SM23-31,SM23-31,SM23-31,,
FDZ070GBkY46dereplicatedgenomesbin48,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ070GBkY46dereplicatedgenomesbin6,Bacteria,SAR324,SAR324,SAR324,,,
FDZ070GBkY46dereplicatedgenomesbin88,Bacteria,Bacteroidota,Bacteroidia,,,,
FDZ070GBkY46dereplicatedgenomesbin99,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,SMXR01,
FDZ070GBkY68dereplicatedgenomesbin113,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ070GBkY68dereplicatedgenomesbin16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ070GBkY68dereplicatedgenomesbin25,Bacteria,Patescibacteria,ABY1,UBA2169,UBA2169,,
FDZ070GBkY68dereplicatedgenomesbin50,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ070GBkY68dereplicatedgenomesbin73,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,B3-G11,
FDZ070GBkY68dereplicatedgenomesbin82,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ070GBkY810dereplicatedgenomesbin111,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,UBA6623,,
FDZ070GBkY810dereplicatedgenomesbin18,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
FDZ070GBkY810dereplicatedgenomesbin72,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA2964,,
FDZ070GBkYWudereplicatedgenomesbin100,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,,
FDZ070GBkYWudereplicatedgenomesbin68,Bacteria,Planctomycetota,UBA8742,UBA2392,JABWBM01,,
FDZ070GBkYWudereplicatedgenomesbin86,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PALSA-1355,,
FDZ070RYBk02dereplicatedgenomesbin129,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6429,UBA6429,,
FDZ070RYBk02dereplicatedgenomesbin29,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,UBA5704,,
FDZ070RYBk02dereplicatedgenomesbin44,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,UBA8639,
FDZ070RYBk02dereplicatedgenomesbin83,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,,
FDZ070RYBk02dereplicatedgenomesbin9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,SMXR01,
FDZ070RYBk02dereplicatedgenomesbin90,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,
FDZ070RYBk1214dereplicatedgenomesbin138,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ070RYBk1214dereplicatedgenomesbin149,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,,
FDZ070RYBk1214dereplicatedgenomesbin77,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ070RYBk1214dereplicatedgenomesbin78,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ070RYBk1416dereplicatedgenomesbin37,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ070RYBk1416dereplicatedgenomesbin74,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,GCA-002770795,21-14-all-40-8,
FDZ070RYBk1618dereplicatedgenomesbin126,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JABISG01,
FDZ070RYBk1618dereplicatedgenomesbin42,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
FDZ070RYBk1618dereplicatedgenomesbin72,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,
FDZ070RYBk1820dereplicatedgenomesbin123,Bacteria,Proteobacteria,Alphaproteobacteria,SMXS01,SMXS01,,
FDZ070RYBk1820dereplicatedgenomesbin164,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA8592,,
FDZ070RYBk1820dereplicatedgenomesbin172,Bacteria,SAR324,SAR324,SAR324,,,
FDZ070RYBk1820dereplicatedgenomesbin182,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA2166,,
FDZ070RYBk1820dereplicatedgenomesbin201,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ070RYBk1820dereplicatedgenomesbin25,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ070RYBk1820dereplicatedgenomesbin46,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
FDZ070RYBk1820dereplicatedgenomesbin51,Bacteria,Planctomycetota,Brocadiae,SM23-32,SM23-32,,
FDZ070RYBk2022dereplicatedgenomesbin101,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ070RYBk2022dereplicatedgenomesbin121,Bacteria,Planctomycetota,Brocadiae,SM23-32,SM23-32,,
FDZ070RYBk2022dereplicatedgenomesbin157,Bacteria,Proteobacteria,Alphaproteobacteria,Bin65,,,
FDZ070RYBk2022dereplicatedgenomesbin22,Bacteria,Sumerlaeota,Sumerlaeia,UBA8349,UBA8349,,
FDZ070RYBk2022dereplicatedgenomesbin47,Bacteria,SAR324,SAR324,SAR324,,,
FDZ070RYBk2022dereplicatedgenomesbin48,Bacteria,CG03,SLGR01,SLGR01,,,
FDZ070RYBk2022dereplicatedgenomesbin63,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,GCA-2717185,MarineAlpha4-Bin1,
FDZ070RYBk2224dereplicatedgenomesbin103,Bacteria,Planctomycetota,Brocadiae,,,,
FDZ070RYBk2224dereplicatedgenomesbin122,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ070RYBk2224dereplicatedgenomesbin28,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,UBA10348,
FDZ070RYBk2224dereplicatedgenomesbin68,Bacteria,4484-113,4484-113,4484-113,JAFGCY01,,
FDZ070RYBk2224dereplicatedgenomesbin76,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,NORP154,
FDZ070RYBk46dereplicatedgenomesbin85,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,PHOS-HE28,,
FDZ070RYBk46dereplicatedgenomesbin87,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ070RYBk46dereplicatedgenomesbin98,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,,
FDZ070RYBk68dereplicatedgenomesbin10,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ070RYBk68dereplicatedgenomesbin122,Bacteria,Proteobacteria,Alphaproteobacteria,SMXS01,SMXS01,,
FDZ070RYBk68dereplicatedgenomesbin18,Bacteria,Latescibacterota,UBA2968,UBA8231,UBA8231,UBA8231,
FDZ070RYBk68dereplicatedgenomesbin6,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,,
FDZ070RYBk810dereplicatedgenomesbin12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,UBA2767,
FDZ070WuBeBe02dereplicatedgenomesbin109,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Afifellaceae,,
FDZ070WuBeBe02dereplicatedgenomesbin150,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,
FDZ070WuBeBe1012dereplicatedgenomesbin145,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,,
FDZ070WuBeBe1214dereplicatedgenomesbin109,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,S012-113,
FDZ070WuBeBe1214dereplicatedgenomesbin43,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ070WuBeBe1214dereplicatedgenomesbin51,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ070WuBeBe1618dereplicatedgenomesbin99,Bacteria,Omnitrophota,Koll11,4484-171,4484-171,,
FDZ070WuBeBe1820dereplicatedgenomesbin110,Bacteria,Nitrospinota,,,,,
FDZ070WuBeBe1820dereplicatedgenomesbin121,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ070WuBeBe24dereplicatedgenomesbin124,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,JAHEOI01,,
FDZ070WuBeBe24dereplicatedgenomesbin46,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ070WuBeBe24dereplicatedgenomesbin64,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,,
FDZ070WuBeBe2023dereplicatedgenomesbin25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ070WuBeBe2023dereplicatedgenomesbin59,Bacteria,FEN-1099,FEN-1099,,,,
FDZ070WuBeBe2023dereplicatedgenomesbin84,Bacteria,Omnitrophota,Koll11,,,,
FDZ070WuBeBe810dereplicatedgenomesbin132,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,JABMNX01,JABMNX01,
FDZ070WuRG1012dereplicatedgenomesbin16,Bacteria,Proteobacteria,Gammaproteobacteria,JAADHQ01,JAADHQ01,,
FDZ070WuRG1012dereplicatedgenomesbin18,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Magnetobacteriaceae,,
FDZ070WuRG1012dereplicatedgenomesbin21,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,JADFVY01,,
FDZ070WuRG1012dereplicatedgenomesbin22,Bacteria,Nitrospinota,,,,,
FDZ070WuRG1012dereplicatedgenomesbin30,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_B,
FDZ070WuRG1214dereplicatedgenomesbin12,Bacteria,Proteobacteria,Gammaproteobacteria,SZUA-229,SZUA-229,SZUA-116,
FDZ070WuRG1214dereplicatedgenomesbin26,Bacteria,Nitrospinota,UBA7883,UBA7883,,,
FDZ070WuRG1214dereplicatedgenomesbin27,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,CAIOSU01,,
FDZ070WuRG1214dereplicatedgenomesbin48,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,,
FDZ070WuRG1214dereplicatedgenomesbin62,Bacteria,Nitrospinota,UBA7883,JACRGQ01,,,
FDZ070WuRG1214dereplicatedgenomesbin72,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,JdFR-86,,
FDZ070WuRG1214dereplicatedgenomesbin73,Bacteria,Nitrospinota,UBA7883,UBA7883,UBA7883,DRJW01,
FDZ070WuRG1214dereplicatedgenomesbin76,Bacteria,Nitrospinota,UBA7883,JACRGQ01,,,
FDZ070WuRG1214dereplicatedgenomesbin81,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ070WuRG1214dereplicatedgenomesbin83,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ070WuRG1214dereplicatedgenomesbin88,Bacteria,Nitrospinota,UBA7883,UBA7883,UBA7883,DRJW01,
FDZ070WuRG1214dereplicatedgenomesbin89,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA10329,,
FDZ070WuRG1214dereplicatedgenomesbin95,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ070WuRG1416dereplicatedgenomesbin13,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,ETH-SRB1,Desulfaltia,
FDZ070WuRG1416dereplicatedgenomesbin16,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,Desulfatibia_A,
FDZ070WuRG1416dereplicatedgenomesbin20,Bacteria,Armatimonadota,UBA5377,UBA5377,UBA5352,,
FDZ070WuRG1416dereplicatedgenomesbin23,Bacteria,UBP18,UBA7526,UBA7526,UBA7526,DRGV01,
FDZ070WuRG1416dereplicatedgenomesbin43,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,JAHJCW01,JAHJCW01,
FDZ070WuRG46dereplicatedgenomesbin50,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
FDZ070WuRG46dereplicatedgenomesbin54,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,UBA2774,,
FDZ070WuRG68dereplicatedgenomesbin45,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA9320,UBA9320,
FDZ070WuRG68dereplicatedgenomesbin54,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,
FDZ070WuRG68dereplicatedgenomesbin63,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,
FDZ070WuRG68dereplicatedgenomesbin65,Bacteria,Patescibacteria,ABY1,VMEV01,,,
FDZ070WuRG68dereplicatedgenomesbin71,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
FDZ070WuRG68dereplicatedgenomesbin77,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Marinicaulis,
FDZ070WuRG810dereplicatedgenomesbin1,Bacteria,Planctomycetota,Brocadiae,Brocadiales,,,
FDZ070WuRG810dereplicatedgenomesbin24,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ070WuRG810dereplicatedgenomesbin3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOI01,
FDZ070WuRG810dereplicatedgenomesbin35,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JABISG01,
FDZ070WuRG810dereplicatedgenomesbin8,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,,,
FDZ070WuWW02dereplicatedgenomesbin24,Bacteria,KSB1,UBA2214,CR04bin15,CR04bin15,N075bin58,N075bin58 sp004356825
FDZ070WuWW02dereplicatedgenomesbin51,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,,
FDZ070WuWW1214dereplicatedgenomesbin1,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ070WuWW1214dereplicatedgenomesbin104,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,SMVS01,SMVS01 sp004357435
FDZ070WuWW1214dereplicatedgenomesbin29,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,,
FDZ070WuWW1214dereplicatedgenomesbin41,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA2987,,
FDZ070WuWW1214dereplicatedgenomesbin82,Bacteria,Planctomycetota,Planctomycetia,,,,
FDZ070WuWW2022dereplicatedgenomesbin103,Bacteria,Zixibacteria,MSB-5A5,UM-FILTER-46-8,UM-FILTER-46-8,UM-FILTER-46-8,
FDZ070WuWW2022dereplicatedgenomesbin111,Bacteria,Nitrospinota,UBA7883,JACRGQ01,,,
FDZ070WuWW2022dereplicatedgenomesbin116,Bacteria,Nitrospinota,JACRGO01,,,,
FDZ070WuWW2022dereplicatedgenomesbin119,Bacteria,Nitrospinota,UBA7883,UBA7883,UBA7883,DRJW01,
FDZ070WuWW2022dereplicatedgenomesbin123,Bacteria,Desulfobacterota,GWC2-55-46,GWC2-55-46,,,
FDZ070WuWW2022dereplicatedgenomesbin13,Bacteria,Margulisbacteria,,,,,
FDZ070WuWW2022dereplicatedgenomesbin135,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,,
FDZ070WuWW2022dereplicatedgenomesbin140,Bacteria,Patescibacteria,Dojkabacteria,J137,,,
FDZ070WuWW2022dereplicatedgenomesbin16,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,BMS3ABIN03,
FDZ070WuWW2022dereplicatedgenomesbin23,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,,
FDZ070WuWW2022dereplicatedgenomesbin25,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,,
FDZ070WuWW2022dereplicatedgenomesbin35,Bacteria,Planctomycetota,B129-G9,,,,
FDZ070WuWW2022dereplicatedgenomesbin38,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Magnetobacteriaceae,,
FDZ070WuWW2022dereplicatedgenomesbin43,Bacteria,Omnitrophota,Koll11,UBA1572,JABMQK01,,
FDZ070WuWW2022dereplicatedgenomesbin59,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,UBA2126,
FDZ070WuWW2022dereplicatedgenomesbin60,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ070WuWW2022dereplicatedgenomesbin70,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Magnetobacteriaceae,,
FDZ070WuWW2022dereplicatedgenomesbin71,Bacteria,Patescibacteria,Gracilibacteria,,,,
FDZ070WuWW2022dereplicatedgenomesbin72,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ070WuWW2022dereplicatedgenomesbin74,Bacteria,CG03,CG03,CG03,CG03,,
FDZ070WuWW2022dereplicatedgenomesbin8,Bacteria,Proteobacteria,Gammaproteobacteria,UBA9214,UBA9214,SZUA-186,
FDZ070WuWW2022dereplicatedgenomesbin89,Bacteria,Verrucomicrobiota,Kiritimatiellae,JAAZAB01,VSJD01,,
FDZ070WuWW2022dereplicatedgenomesbin95,Bacteria,Patescibacteria,ABY1,,,,
FDZ070WuWW810dereplicatedgenomesbin10,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ070WuWW810dereplicatedgenomesbin3,Bacteria,Patescibacteria,ABY1,UBA2591,UBA6264,,
FDZ070WuWW810dereplicatedgenomesbin5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ070WuWW810dereplicatedgenomesbin91,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ070WuWY02dereplicatedgenomesbin38,Bacteria,Zixibacteria,MSB-5A5,DSPP01,,,
FDZ070WuWY1012dereplicatedgenomesbin2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,GCA-2400975,
FDZ070WuWY1012dereplicatedgenomesbin42,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ070WuWY1214dereplicatedgenomesbin27,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ070WuWY1214dereplicatedgenomesbin41,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ070WuWY1214dereplicatedgenomesbin57,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ070WuWY1214dereplicatedgenomesbin85,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,QNAD01,
FDZ070WuWY1416dereplicatedgenomesbin101,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ070WuWY1416dereplicatedgenomesbin118,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ070WuWY1416dereplicatedgenomesbin119,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ070WuWY1416dereplicatedgenomesbin4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,,
FDZ070WuWY1416dereplicatedgenomesbin5,Bacteria,Sumerlaeota,Sumerlaeia,UBA8349,,,
FDZ070WuWY1416dereplicatedgenomesbin94,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,,
FDZ070WuWY1618dereplicatedgenomesbin55,Bacteria,Planctomycetota,Brocadiae,CAIUPP01,CAIUPP01,,
FDZ070WuWY1618dereplicatedgenomesbin7,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ070WuWY1820dereplicatedgenomesbin100,Bacteria,Patescibacteria,Gracilibacteria,UM-FILTER-43-11,UM-FILTER-43-11,,
FDZ070WuWY2022dereplicatedgenomesbin17,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ070WuWY2830dereplicatedgenomesbin13,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,SCKK01,SCKK01,
FDZ070WuWY2830dereplicatedgenomesbin6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,VadinHA17,JADFUQ01,
